time,pressure
2025-11-21 17:43:07,1020.2269833879077
2025-11-21 17:43:09,1020.2653337644687
2025-11-21 17:43:10,1020.2164791714631
2025-11-21 17:43:11,1020.2088334218621
2025-11-21 17:43:12,1020.1875060385944
2025-11-21 17:43:13,1020.2460752432546
2025-11-21 17:43:14,1020.2438477537121
2025-11-21 17:43:15,1020.2834781224451
2025-11-21 17:43:16,1020.3133945022918
2025-11-21 17:43:17,1020.2561027769985
2025-11-21 17:43:19,1020.2788621157802
2025-11-21 17:43:20,1020.2104312325055
2025-11-21 17:43:21,1020.2570633697319
2025-11-21 17:43:22,1020.2607184118995
2025-11-21 17:43:23,1020.2077256598369
2025-11-21 17:43:24,1020.1835344535714
2025-11-21 17:43:25,1020.2228391509759
2025-11-21 17:43:26,1020.2403463191673
2025-11-21 17:43:28,1020.2234819821241
2025-11-21 17:43:29,1020.2120162536183
2025-11-21 17:43:30,1020.2263405840099
2025-11-21 17:43:31,1020.2080440774853
2025-11-21 17:43:32,1020.1975399511377
2025-11-21 17:43:33,1020.1983291281996
2025-11-21 17:43:34,1020.2239527526039
2025-11-21 17:43:35,1020.2207699054296
2025-11-21 17:43:37,1020.2338198254236
2025-11-21 17:43:38,1020.2215644112944
2025-11-21 17:43:39,1020.2155177141161
2025-11-21 17:43:40,1020.2365264834493
2025-11-21 17:43:41,1020.2513275663155
2025-11-21 17:43:42,1020.2116975402422
2025-11-21 17:43:43,1020.2150468298944
2025-11-21 17:43:44,1020.2088334218621
2025-11-21 17:43:46,1020.2572169191025
2025-11-21 17:43:47,1020.2225206360185
2025-11-21 17:43:48,1020.2067640634382
2025-11-21 17:43:49,1020.1965784128537
2025-11-21 17:43:50,1020.1902186422501
2025-11-21 17:43:51,1020.1994423315825
2025-11-21 17:43:52,1020.2134482846387
2025-11-21 17:43:53,1020.246712442525
2025-11-21 17:43:54,1020.2245898674552
2025-11-21 17:43:56,1020.2215644112944
2025-11-21 17:43:57,1020.1922878889837
2025-11-21 17:43:58,1020.2085147934226
2025-11-21 17:43:59,1020.2253847843259
2025-11-21 17:44:00,1020.2382772147181
2025-11-21 17:44:01,1020.2463938995456
2025-11-21 17:44:02,1020.2070827060628
2025-11-21 17:44:03,1020.2522830675881
2025-11-21 17:44:05,1020.2045427017339
2025-11-21 17:44:06,1020.2147284689869
2025-11-21 17:44:07,1020.2150468298944
2025-11-21 17:44:08,1020.2129777665859
2025-11-21 17:44:09,1020.2140855697132
2025-11-21 17:44:10,1020.2427397176737
2025-11-21 17:44:11,1020.2403463191673
2025-11-21 17:44:12,1020.2403463191673
2025-11-21 17:44:14,1020.2228391509759
2025-11-21 17:44:15,1020.2374876070718
2025-11-21 17:44:16,1020.2659706516613
2025-11-21 17:44:17,1020.2333434509842
2025-11-21 17:44:18,1020.1887865145923
2025-11-21 17:44:19,1020.2132961416787
2025-11-21 17:44:20,1020.2287340909128
2025-11-21 17:44:21,1020.2500606100707
2025-11-21 17:44:23,1020.1856036292589
2025-11-21 17:44:24,1020.1663462332051
2025-11-21 17:44:25,1020.2395564728448
2025-11-21 17:44:26,1020.2346224968236
2025-11-21 17:44:27,1020.1658752770943
2025-11-21 17:44:28,1020.203428594484
2025-11-21 17:44:29,1020.2101130556381
2025-11-21 17:44:30,1020.1964259576712
2025-11-21 17:44:31,1020.2269833879077
2025-11-21 17:44:33,1020.1676259070144
2025-11-21 17:44:34,1020.1704844702181
2025-11-21 17:44:35,1020.1886334719484
2025-11-21 17:44:36,1020.2349404750989
2025-11-21 17:44:37,1020.203428594484
2025-11-21 17:44:38,1020.2223677743801
2025-11-21 17:44:39,1020.1984947796304
2025-11-21 17:44:40,1020.2019960696666
2025-11-21 17:44:42,1020.226187172473
2025-11-21 17:44:43,1020.1981766167611
2025-11-21 17:44:44,1020.1992906386735
2025-11-21 17:44:45,1020.2185482065522
2025-11-21 17:44:46,1020.2171157516088
2025-11-21 17:44:47,1020.2438477537121
2025-11-21 17:44:48,1020.1940385762928
2025-11-21 17:44:49,1020.1680969051959
2025-11-21 17:44:51,1020.1782823932305
2025-11-21 17:44:52,1020.160775530338
2025-11-21 17:44:53,1020.1733489216217
2025-11-21 17:44:54,1020.2032626036956
2025-11-21 17:44:55,1020.1832158373305
2025-11-21 17:44:56,1020.1591910223428
2025-11-21 17:44:57,1020.1698475772624
2025-11-21 17:44:59,1020.1572741586659
2025-11-21 17:45:00,1020.2018305591182
2025-11-21 17:45:01,1020.2050133335291
2025-11-21 17:45:02,1020.168248022892
2025-11-21 17:45:03,1020.174462332881
2025-11-21 17:45:04,1020.225703497529
2025-11-21 17:45:05,1020.1782823932305
2025-11-21 17:45:06,1020.1924393568677
2025-11-21 17:45:08,1020.1622074298243
2025-11-21 17:45:09,1020.1930769823883
2025-11-21 17:45:10,1020.1878248372569
2025-11-21 17:45:11,1020.1598134080386
2025-11-21 17:45:12,1020.2134482846387
2025-11-21 17:45:13,1020.1545612672131
2025-11-21 17:45:14,1020.1983291281996
2025-11-21 17:45:15,1020.1860741223641
2025-11-21 17:45:16,1020.2085147934226
2025-11-21 17:45:18,1020.1913262672689
2025-11-21 17:45:19,1020.2151990291106
2025-11-21 17:45:20,1020.2046945634121
2025-11-21 17:45:21,1020.1983291281996
2025-11-21 17:45:22,1020.184966538447
2025-11-21 17:45:23,1020.2180628650805
2025-11-21 17:45:24,1020.184004580514
2025-11-21 17:45:25,1020.1808219781392
2025-11-21 17:45:27,1020.1965784128537
2025-11-21 17:45:28,1020.2190191749162
2025-11-21 17:45:29,1020.2032626036956
2025-11-21 17:45:30,1020.1647465664736
2025-11-21 17:45:31,1020.2435294089778
2025-11-21 17:45:32,1020.2046945634121
2025-11-21 17:45:33,1020.1854363833615
2025-11-21 17:45:34,1020.2070827060628
2025-11-21 17:45:36,1020.2263405840099
2025-11-21 17:45:37,1020.2172684444783
2025-11-21 17:45:38,1020.2151990291106
2025-11-21 17:45:39,1020.1819348970618
2025-11-21 17:45:40,1020.2046945634121
2025-11-21 17:45:41,1020.2274542425298
2025-11-21 17:45:42,1020.2155177141161
2025-11-21 17:45:43,1020.1991234056
2025-11-21 17:45:45,1020.2409734016085
2025-11-21 17:45:46,1020.170317691729
2025-11-21 17:45:47,1020.2099467959214
2025-11-21 17:45:48,1020.1930769823883
2025-11-21 17:45:49,1020.1650655495438
2025-11-21 17:45:50,1020.1561608194525
2025-11-21 17:45:51,1020.170317691729
2025-11-21 17:45:52,1020.172068405942
2025-11-21 17:45:54,1020.1797144353242
2025-11-21 17:45:55,1020.1878248372569
2025-11-21 17:45:56,1020.2070827060628
2025-11-21 17:45:57,1020.1922878889837
2025-11-21 17:45:58,1020.2070827060628
2025-11-21 17:45:59,1020.1684154225061
2025-11-21 17:46:00,1020.1940385762928
2025-11-21 17:46:01,1020.2104312325055
2025-11-21 17:46:03,1020.1733489216217
2025-11-21 17:46:04,1020.219184531732
2025-11-21 17:46:05,1020.2167975181857
2025-11-21 17:46:06,1020.2238002721056
2025-11-21 17:46:07,1020.2115454535387
2025-11-21 17:46:08,1020.184966538447
2025-11-21 17:46:09,1020.2077256598369
2025-11-21 17:46:10,1020.2105841377369
2025-11-21 17:46:12,1020.2315927341272
2025-11-21 17:46:13,1020.2269833879077
2025-11-21 17:46:14,1020.1975399511377
2025-11-21 17:46:15,1020.1797144353242
2025-11-21 17:46:16,1020.1940385762928
2025-11-21 17:46:17,1020.2094763620111
2025-11-21 17:46:18,1020.2393908599303
2025-11-21 17:46:19,1020.1972214483783
2025-11-21 17:46:21,1020.2417786774823
2025-11-21 17:46:22,1020.2368448849246
2025-11-21 17:46:23,1020.1852851405029
2025-11-21 17:46:24,1020.2193377182442
2025-11-21 17:46:25,1020.257535263661
2025-11-21 17:46:26,1020.2330250211381
2025-11-21 17:46:27,1020.225703497529
2025-11-21 17:46:28,1020.2210884345723
2025-11-21 17:46:30,1020.2140855697132
2025-11-21 17:46:31,1020.2123348536874
2025-11-21 17:46:32,1020.1860741223641
2025-11-21 17:46:33,1020.2010413262848
2025-11-21 17:46:34,1020.2158362858147
2025-11-21 17:46:35,1020.2185482065522
2025-11-21 17:46:36,1020.2315927341272
2025-11-21 17:46:37,1020.2070827060628
2025-11-21 17:46:38,1020.1981766167611
2025-11-21 17:46:40,1020.1876726633548
2025-11-21 17:46:41,1020.2365264834493
2025-11-21 17:46:42,1020.2252326849781
2025-11-21 17:46:43,1020.239709459651
2025-11-21 17:46:44,1020.2385956020081
2025-11-21 17:46:45,1020.2481446596383
2025-11-21 17:46:46,1020.261354930969
2025-11-21 17:46:47,1020.1824206876713
2025-11-21 17:46:49,1020.1937200451631
2025-11-21 17:46:50,1020.2379587141213
2025-11-21 17:46:51,1020.2303182781518
2025-11-21 17:46:52,1020.2365264834493
2025-11-21 17:46:53,1020.2164791714631
2025-11-21 17:46:54,1020.2228391509759
2025-11-21 17:46:55,1020.2514932368543
2025-11-21 17:46:56,1020.2059749577382
2025-11-21 17:46:58,1020.1954707467329
2025-11-21 17:46:59,1020.2400279460625
2025-11-21 17:47:00,1020.1905372017503
2025-11-21 17:47:01,1020.2245898674552
2025-11-21 17:47:02,1020.2374876070718
2025-11-21 17:47:03,1020.1832158373305
2025-11-21 17:47:04,1020.2053319903392
2025-11-21 17:47:05,1020.2050133335291
2025-11-21 17:47:07,1020.2215644112944
2025-11-21 17:47:08,1020.2315927341272
2025-11-21 17:47:09,1020.2274542425298
2025-11-21 17:47:10,1020.2761568313964
2025-11-21 17:47:11,1020.2252326849781
2025-11-21 17:47:12,1020.2688353147624
2025-11-21 17:47:13,1020.2129777665859
2025-11-21 17:47:14,1020.2120162536183
2025-11-21 17:47:15,1020.2373213729975
2025-11-21 17:47:17,1020.1875060385944
2025-11-21 17:47:18,1020.1797144353242
2025-11-21 17:47:19,1020.2011930754503
2025-11-21 17:47:20,1020.2032626036956
2025-11-21 17:47:21,1020.1860741223641
2025-11-21 17:47:22,1020.2656522647208
2025-11-21 17:47:23,1020.2678735978932
2025-11-21 17:47:24,1020.2199805766426
2025-11-21 17:47:26,1020.2530783408203
2025-11-21 17:47:27,1020.2414602052562
2025-11-21 17:47:28,1020.2503655713393
